contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
4732_4732_47QSHA20F5R53_P00002_GS06Q16GVAM023_0,CONT_AWD_47QSHA20F5R53_4732_GS06Q16GVAM023_4732,47QSHA20F5R53,P00002,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM023,PS0004,-472.7,0,-472.7,0
4732_-NONE-_47QRAA18D005W_PA0008_-NONE-_-NONE-,CONT_IDV_47QRAA18D005W_4732,47QRAA18D005W,PA0008,,,,,,0,0,,
9700_9700_SPE3SU21F9D91_0_SPE30017DS301_0,CONT_AWD_SPE3SU21F9D91_9700_SPE30017DS301_9700,SPE3SU21F9D91,0,0,9700,DEPT OF DEFENSE,SPE30017DS301,0,353.67,353.67,353.67,353.67
9700_-NONE-_SPE7L321P3369_0_-NONE-_0,CONT_AWD_SPE7L321P3369_9700_-NONE-_-NONE-,SPE7L321P3369,0,0,,,,,1377,1377,1377,1377
1900_-NONE-_19N10221P0453_P00001_-NONE-_0,CONT_AWD_19N10221P0453_1900_-NONE-_-NONE-,19N10221P0453,P00001,0,,,,,-10617.28,0,-10617.28,0
9700_-NONE-_FA481916P1006_P00007_-NONE-_0,CONT_AWD_FA481916P1006_9700_-NONE-_-NONE-,FA481916P1006,P00007,0,,,,,7703.2,92322.48,7703.2,92322.48
9700_9700_SPE2DV21F66V2_0_SPE2DV17D3511_0,CONT_AWD_SPE2DV21F66V2_9700_SPE2DV17D3511_9700,SPE2DV21F66V2,0,0,9700,DEPT OF DEFENSE,SPE2DV17D3511,0,37.64,37.64,37.64,37.64
4732_4732_47QSCC21F0J04_0_47QSCC18A000A_0,CONT_AWD_47QSCC21F0J04_4732_47QSCC18A000A_4732,47QSCC21F0J04,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18A000A,PS0002,431,431,431,431
9700_9700_SPE2DV21F6MA9_0_SPE2DV17D1046_0,CONT_AWD_SPE2DV21F6MA9_9700_SPE2DV17D1046_9700,SPE2DV21F6MA9,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1046,0,70,70,70,70
9700_9700_SPE3S121F1170_0_SPE3S119DZ117_0,CONT_AWD_SPE3S121F1170_9700_SPE3S119DZ117_9700,SPE3S121F1170,0,0,9700,DEPT OF DEFENSE,SPE3S119DZ117,0,8761.92,8761.92,8761.92,8761.92
9700_9700_SPE30021F78NX_0_SPE30021DP365_0,CONT_AWD_SPE30021F78NX_9700_SPE30021DP365_9700,SPE30021F78NX,0,0,9700,DEPT OF DEFENSE,SPE30021DP365,0,5391.29,5391.29,5391.29,5391.29
9700_9700_SPE4A721FAJL0_0_SPE4A515D0018_0,CONT_AWD_SPE4A721FAJL0_9700_SPE4A515D0018_9700,SPE4A721FAJL0,0,0,9700,DEPT OF DEFENSE,SPE4A515D0018,0,1271.91,1271.91,1271.91,1271.91
9700_-NONE-_N6133121P0136_0_-NONE-_0,CONT_AWD_N6133121P0136_9700_-NONE-_-NONE-,N6133121P0136,0,0,,,,,34348.4,34348.4,34348.4,34348.4
9700_9700_SPE60721FAWGK_0_SPE60720D0026_0,CONT_AWD_SPE60721FAWGK_9700_SPE60720D0026_9700,SPE60721FAWGK,0,0,9700,DEPT OF DEFENSE,SPE60720D0026,0,639.29,639.29,639.29,639.29
9700_9700_SPE2DV21FCUGH_0_SPE2DV17D9209_0,CONT_AWD_SPE2DV21FCUGH_9700_SPE2DV17D9209_9700,SPE2DV21FCUGH,0,0,9700,DEPT OF DEFENSE,SPE2DV17D9209,0,886.32,886.32,886.32,886.32
9700_9700_SPE2D621F34HX_0_SPE2DE19D0010_0,CONT_AWD_SPE2D621F34HX_9700_SPE2DE19D0010_9700,SPE2D621F34HX,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0010,0,300.15,300.15,300.15,300.15
9700_-NONE-_SPE4A621PG575_0_-NONE-_0,CONT_AWD_SPE4A621PG575_9700_-NONE-_-NONE-,SPE4A621PG575,0,0,,,,,5268,5268,5268,5268
4732_4732_47QSWA21F6YEG_0_47QSWA21A000U_0,CONT_AWD_47QSWA21F6YEG_4732_47QSWA21A000U_4732,47QSWA21F6YEG,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21A000U,0,1175.88,1175.88,1175.88,1175.88
4732_4732_47QSWA21F5GMX_P00001_47QSWA21A000P_0,CONT_AWD_47QSWA21F5GMX_4732_47QSWA21A000P_4732,47QSWA21F5GMX,P00001,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21A000P,0,-77.24,0,-77.24,0
1540_1540_15B61721FWB210010_0_15B61719D00000001_0,CONT_AWD_15B61721FWB210010_1540_15B61719D00000001_1540,15B61721FWB210010,0,0,1540,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,15B61719D00000001,0,500000,500000,500000,500000
1450_-NONE-_140A2320P0619_P00001_-NONE-_0,CONT_AWD_140A2320P0619_1450_-NONE-_-NONE-,140A2320P0619,P00001,0,,,,,60000,119940,60000,119940
9700_9700_SPE3SU21F3MRW_0_SPE30020DSA87_0,CONT_AWD_SPE3SU21F3MRW_9700_SPE30020DSA87_9700,SPE3SU21F3MRW,0,0,9700,DEPT OF DEFENSE,SPE30020DSA87,0,422.5,422.5,422.5,422.5
9700_9700_SPE2D621F4D1T_0_SPE2DE21D7003_0,CONT_AWD_SPE2D621F4D1T_9700_SPE2DE21D7003_9700,SPE2D621F4D1T,0,0,9700,DEPT OF DEFENSE,SPE2DE21D7003,0,1987.95,1987.95,1987.95,1987.95
9700_9700_FA521521F0048_0_W81K0421D0006_0,CONT_AWD_FA521521F0048_9700_W81K0421D0006_9700,FA521521F0048,0,0,9700,DEPT OF DEFENSE,W81K0421D0006,0,0,38688,38688,38688
4732_4732_47QSEA21F2LQH_0_47QSEA20A0008_0,CONT_AWD_47QSEA21F2LQH_4732_47QSEA20A0008_4732,47QSEA21F2LQH,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0008,PA0011,164.01,164.01,164.01,164.01
9700_9700_SPE2D621F50TS_0_SPE2DE19D0007_0,CONT_AWD_SPE2D621F50TS_9700_SPE2DE19D0007_9700,SPE2D621F50TS,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0007,0,2242,2242,2242,2242
9700_-NONE-_SPE5E017V4159_P00002_-NONE-_0,CONT_AWD_SPE5E017V4159_9700_-NONE-_-NONE-,SPE5E017V4159,P00002,0,,,,,0,2827,0,2827
9700_9700_SPE2D421F782C_0_SPE2DH19D0011_0,CONT_AWD_SPE2D421F782C_9700_SPE2DH19D0011_9700,SPE2D421F782C,0,0,9700,DEPT OF DEFENSE,SPE2DH19D0011,0,164.99,164.99,164.99,164.99
9700_9700_SPE8ES21F270J_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F270J_9700_SPE8EG19D0103_9700,SPE8ES21F270J,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,318.6,318.6,318.6,318.6
9700_-NONE-_SPE4A721PC893_0_-NONE-_0,CONT_AWD_SPE4A721PC893_9700_-NONE-_-NONE-,SPE4A721PC893,0,0,,,,,15375,15375,15375,15375
1540_1540_15B40221FWFK10002_P00001_DJBP0700NAS155_0,CONT_AWD_15B40221FWFK10002_1540_DJBP0700NAS155_1540,15B40221FWFK10002,P00001,0,1540,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,DJBP0700NAS155,0,-18395.48,0,-18395.48,0
4732_4732_47QSCC21F280L_0_47QSCC19A0003_0,CONT_AWD_47QSCC21F280L_4732_47QSCC19A0003_4732,47QSCC21F280L,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC19A0003,PS0006,8630.16,8630.16,8630.16,8630.16
9700_9700_SPE3SU21FJDA4_0_SPE30018DS335_0,CONT_AWD_SPE3SU21FJDA4_9700_SPE30018DS335_9700,SPE3SU21FJDA4,0,0,9700,DEPT OF DEFENSE,SPE30018DS335,0,1406.05,1406.05,1406.05,1406.05
9700_9700_SPE2D621F64DW_0_SPE2DE19D0007_0,CONT_AWD_SPE2D621F64DW_9700_SPE2DE19D0007_9700,SPE2D621F64DW,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0007,0,483.84,483.84,483.84,483.84
9700_9700_SPE7LX21F4181_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F4181_9700_SPE7M117D0001_9700,SPE7LX21F4181,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,83.16,83.16,83.16,83.16
9700_9700_SPE3SU21F6W94_0_SPE30019DS728_0,CONT_AWD_SPE3SU21F6W94_9700_SPE30019DS728_9700,SPE3SU21F6W94,0,0,9700,DEPT OF DEFENSE,SPE30019DS728,0,191.29,191.29,191.29,191.29
4732_4732_47QSEA21F6B29_0_47QSEA20A0009_0,CONT_AWD_47QSEA21F6B29_4732_47QSEA20A0009_4732,47QSEA21F6B29,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0009,PA0008,81.25,81.25,81.25,81.25
9700_9700_SPE7L121F1048_0_SPE7LX19D0029_0,CONT_AWD_SPE7L121F1048_9700_SPE7LX19D0029_9700,SPE7L121F1048,0,0,9700,DEPT OF DEFENSE,SPE7LX19D0029,0,2579.7,2579.7,2579.7,2579.7
9700_9700_SPE3SU21FDSV3_0_SPE30017DS910_0,CONT_AWD_SPE3SU21FDSV3_9700_SPE30017DS910_9700,SPE3SU21FDSV3,0,0,9700,DEPT OF DEFENSE,SPE30017DS910,0,159.72,159.72,159.72,159.72
4732_-NONE-_GS07F0644X_PA0030_-NONE-_-NONE-,CONT_IDV_GS07F0644X_4732,GS07F0644X,PA0030,,,,,,0,0,,
9700_9700_SPE3SU21FHN9E_0_SPE30018DS326_0,CONT_AWD_SPE3SU21FHN9E_9700_SPE30018DS326_9700,SPE3SU21FHN9E,0,0,9700,DEPT OF DEFENSE,SPE30018DS326,0,533.18,533.18,533.18,533.18
9700_-NONE-_SPE7MC21V0547_0_-NONE-_0,CONT_AWD_SPE7MC21V0547_9700_-NONE-_-NONE-,SPE7MC21V0547,0,0,,,,,24072,24072,24072,24072
9700_9700_SPE3SU21F945F_0_SPE30017DS910_0,CONT_AWD_SPE3SU21F945F_9700_SPE30017DS910_9700,SPE3SU21F945F,0,0,9700,DEPT OF DEFENSE,SPE30017DS910,0,322.57,322.57,322.57,322.57
9700_9700_SPE4A621FAG7F_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FAG7F_9700_SPE4AX16D9008_9700,SPE4A621FAG7F,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,511.81,511.81,511.81,511.81
9700_9700_SPE2DV21F1VXD_0_SPE2DV17D1547_0,CONT_AWD_SPE2DV21F1VXD_9700_SPE2DV17D1547_9700,SPE2DV21F1VXD,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1547,0,0,0,0,0
9700_9700_SPE7LX21FB97L_0_SPE7L121D0013_0,CONT_AWD_SPE7LX21FB97L_9700_SPE7L121D0013_9700,SPE7LX21FB97L,0,0,9700,DEPT OF DEFENSE,SPE7L121D0013,0,107.88,107.88,107.88,107.88
9700_-NONE-_W58RGZ18D0071_P00004_-NONE-_-NONE-,CONT_IDV_W58RGZ18D0071_9700,W58RGZ18D0071,P00004,,,,,,0,0,,
9700_-NONE-_N0010418PND71_P00001_-NONE-_0,CONT_AWD_N0010418PND71_9700_-NONE-_-NONE-,N0010418PND71,P00001,0,,,,,-3000,0,-3000,0
4732_4730_47QSWA21F0S9V_0_GS07FP0084_0,CONT_AWD_47QSWA21F0S9V_4732_GS07FP0084_4730,47QSWA21F0S9V,0,0,4730,FEDERAL ACQUISITION SERVICE,GS07FP0084,PW0041,684.2,684.2,684.2,684.2
4732_4732_47QSMA21F18E5_0_47QSCA18A0001_0,CONT_AWD_47QSMA21F18E5_4732_47QSCA18A0001_4732,47QSMA21F18E5,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCA18A0001,PO0008,1095.89,1095.89,1095.89,1095.89
9700_9700_SPE7L121FAJ8N_0_SPE7LX21D0007_0,CONT_AWD_SPE7L121FAJ8N_9700_SPE7LX21D0007_9700,SPE7L121FAJ8N,0,0,9700,DEPT OF DEFENSE,SPE7LX21D0007,0,40.99,40.99,40.99,40.99
9700_-NONE-_SPE8E821V0078_0_-NONE-_0,CONT_AWD_SPE8E821V0078_9700_-NONE-_-NONE-,SPE8E821V0078,0,0,,,,,7896.96,7896.96,7896.96,7896.96
4732_4732_47QSEA21F3P32_0_47QSEA20A000D_0,CONT_AWD_47QSEA21F3P32_4732_47QSEA20A000D_4732,47QSEA21F3P32,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000D,PA0007,637.36,637.36,637.36,637.36
4732_-NONE-_47QSWA21P0SS2_0_-NONE-_0,CONT_AWD_47QSWA21P0SS2_4732_-NONE-_-NONE-,47QSWA21P0SS2,0,0,,,,,244.05,244.05,244.05,244.05
9700_9700_SPE7L121FAB4A_0_SPE7LX21D0007_0,CONT_AWD_SPE7L121FAB4A_9700_SPE7LX21D0007_9700,SPE7L121FAB4A,0,0,9700,DEPT OF DEFENSE,SPE7LX21D0007,0,1571.64,1571.64,1571.64,1571.64
4732_4732_47QSWA21F69H6_0_GS07FGA391_0,CONT_AWD_47QSWA21F69H6_4732_GS07FGA391_4732,47QSWA21F69H6,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07FGA391,0,72.6,72.6,72.6,72.6
4732_-NONE-_47QSWA21P0DLN_0_-NONE-_0,CONT_AWD_47QSWA21P0DLN_4732_-NONE-_-NONE-,47QSWA21P0DLN,0,0,,,,,25.14,25.14,25.14,25.14
9700_9700_SPE3SU21F4SRQ_0_SPE30021DS365_0,CONT_AWD_SPE3SU21F4SRQ_9700_SPE30021DS365_9700,SPE3SU21F4SRQ,0,0,9700,DEPT OF DEFENSE,SPE30021DS365,0,486.91,486.91,486.91,486.91
9700_9700_SPE7L321F3400_0_SPE7L420D60DE_0,CONT_AWD_SPE7L321F3400_9700_SPE7L420D60DE_9700,SPE7L321F3400,0,0,9700,DEPT OF DEFENSE,SPE7L420D60DE,0,42224,42224,42224,42224
9700_4732_N6264517F0025_P00017_GS00Q14OADU420_0,CONT_AWD_N6264517F0025_9700_GS00Q14OADU420_4732,N6264517F0025,P00017,0,4732,FEDERAL ACQUISITION SERVICE,GS00Q14OADU420,PA0003,-4802.24,2604482.51,0,2609284.75
9700_9700_SPE4A621FAEY8_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FAEY8_9700_SPE4AX16D9008_9700,SPE4A621FAEY8,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,14.8,14.8,14.8,14.8
9700_9700_KY05_74_W15P7T10DD413_1,CONT_AWD_KY05_9700_W15P7T10DD413_9700,KY05,74,1,9700,DEPT OF DEFENSE,W15P7T10DD413,ARZ997,-52603.79,24990545.25,0,25043149.04
7529_-NONE-_HHSN316201200023W_P00010_-NONE-_-NONE-,CONT_IDV_HHSN316201200023W_7529,HHSN316201200023W,P00010,,,,,,0,0,,
9700_9700_SPE3SU21FEW8Q_0_SPE30020DSA87_0,CONT_AWD_SPE3SU21FEW8Q_9700_SPE30020DSA87_9700,SPE3SU21FEW8Q,0,0,9700,DEPT OF DEFENSE,SPE30020DSA87,0,478.4,478.4,478.4,478.4
4732_4732_47QSHA21F4JP2_0_GS06FGA082_0,CONT_AWD_47QSHA21F4JP2_4732_GS06FGA082_4732,47QSHA21F4JP2,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06FGA082,PO0004,135.24,135.24,135.24,135.24
4732_4732_47QSEA21F54WU_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F54WU_4732_47QSEA20A000C_4732,47QSEA21F54WU,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,2763.2,2763.2,2763.2,2763.2
4732_4732_47QSWA21F3EVV_0_47QSWA19A001A_0,CONT_AWD_47QSWA21F3EVV_4732_47QSWA19A001A_4732,47QSWA21F3EVV,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA19A001A,0,183.99,0,183.99,0
9700_9700_SPE2DM21FL6JA_0_SPE2DM20D9001_0,CONT_AWD_SPE2DM21FL6JA_9700_SPE2DM20D9001_9700,SPE2DM21FL6JA,0,0,9700,DEPT OF DEFENSE,SPE2DM20D9001,0,3520.8,3520.8,3520.8,3520.8
1544_-NONE-_15M10221PA4700280_P00001_-NONE-_0,CONT_AWD_15M10221PA4700280_1544_-NONE-_-NONE-,15M10221PA4700280,P00001,0,,,,,0,24990,0,24990
4732_4732_47QSMA21F0U45_0_GS03FGA001_0,CONT_AWD_47QSMA21F0U45_4732_GS03FGA001_4732,47QSMA21F0U45,0,0,4732,FEDERAL ACQUISITION SERVICE,GS03FGA001,PA0013,1669.51,1669.51,1669.51,1669.51
9700_9700_SPE7LX21FABJN_0_SPE7M121D0002_0,CONT_AWD_SPE7LX21FABJN_9700_SPE7M121D0002_9700,SPE7LX21FABJN,0,0,9700,DEPT OF DEFENSE,SPE7M121D0002,0,35.89,35.89,35.89,35.89
4740_4732_GSP0516GA7214_PS16_GS07F143BA_0,CONT_AWD_GSP0516GA7214_4740_GS07F143BA_4732,GSP0516GA7214,PS16,0,4732,FEDERAL ACQUISITION SERVICE,GS07F143BA,0,0,1111747.71,0,1111747.71
4732_4732_47QSHA21F3WNS_0_GS21F097AA_0,CONT_AWD_47QSHA21F3WNS_4732_GS21F097AA_4732,47QSHA21F3WNS,0,0,4732,FEDERAL ACQUISITION SERVICE,GS21F097AA,0,537.19,537.19,537.19,537.19
9700_9700_SPE3SU21FCLMM_0_SPE30020DS736_0,CONT_AWD_SPE3SU21FCLMM_9700_SPE30020DS736_9700,SPE3SU21FCLMM,0,0,9700,DEPT OF DEFENSE,SPE30020DS736,0,184.66,184.66,184.66,184.66
9700_9700_SPE2DX21FY3FK_0_SPE2DX15D9316_0,CONT_AWD_SPE2DX21FY3FK_9700_SPE2DX15D9316_9700,SPE2DX21FY3FK,0,0,9700,DEPT OF DEFENSE,SPE2DX15D9316,0,30261,30261,30261,30261
9700_-NONE-_SPE5EJ21V0117_0_-NONE-_0,CONT_AWD_SPE5EJ21V0117_9700_-NONE-_-NONE-,SPE5EJ21V0117,0,0,,,,,1251.48,1251.48,1251.48,1251.48
4732_4732_47QMCA21F05QY_0_47QMCA20D004F_0,CONT_AWD_47QMCA21F05QY_4732_47QMCA20D004F_4732,47QMCA21F05QY,0,0,4732,FEDERAL ACQUISITION SERVICE,47QMCA20D004F,0,23625,23625,23625,23625
9700_-NONE-_SPE4AN21P0089_0_-NONE-_0,CONT_AWD_SPE4AN21P0089_9700_-NONE-_-NONE-,SPE4AN21P0089,0,0,,,,,2688,2688,2688,2688
9700_9700_N3904021F0217_0_N3904018D0003_0,CONT_AWD_N3904021F0217_9700_N3904018D0003_9700,N3904021F0217,0,0,9700,DEPT OF DEFENSE,N3904018D0003,0,848874.86,848874.86,848874.86,848874.86
4732_4732_47QSCC21F4ZEN_0_47QSCC21A0001_0,CONT_AWD_47QSCC21F4ZEN_4732_47QSCC21A0001_4732,47QSCC21F4ZEN,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC21A0001,PS0001,349.2,349.2,349.2,349.2
9700_9700_SPE60721FERUT_0_SPE60719D0054_0,CONT_AWD_SPE60721FERUT_9700_SPE60719D0054_9700,SPE60721FERUT,0,0,9700,DEPT OF DEFENSE,SPE60719D0054,0,336.13,336.13,336.13,336.13
9700_-NONE-_SPE1C121A0002_0_-NONE-_-NONE-,CONT_IDV_SPE1C121A0002_9700,SPE1C121A0002,0,,,,,,0,0,,
4732_4732_47QSCC21F3M4U_0_47QSCC18D0001_0,CONT_AWD_47QSCC21F3M4U_4732_47QSCC18D0001_4732,47QSCC21F3M4U,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18D0001,PS0010,103,103,103,103
9700_9700_FA448420F0274_P00001_FA873214D0019_0,CONT_AWD_FA448420F0274_9700_FA873214D0019_9700,FA448420F0274,P00001,0,9700,DEPT OF DEFENSE,FA873214D0019,0,0,40059.87,0,40059.87
9700_9700_SPE8ES21F44NW_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F44NW_9700_SPE8EG19D0103_9700,SPE8ES21F44NW,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,1046.67,1046.67,1046.67,1046.67
4732_-NONE-_47QSWA21P04H2_0_-NONE-_0,CONT_AWD_47QSWA21P04H2_4732_-NONE-_-NONE-,47QSWA21P04H2,0,0,,,,,600,600,600,600
9700_9700_SPE2DX21FRUV5_0_SPE2DX15D3102_0,CONT_AWD_SPE2DX21FRUV5_9700_SPE2DX15D3102_9700,SPE2DX21FRUV5,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3102,0,164.85,164.85,164.85,164.85
9700_9700_SPE30021F27EK_0_SPE30020D3275_0,CONT_AWD_SPE30021F27EK_9700_SPE30020D3275_9700,SPE30021F27EK,0,0,9700,DEPT OF DEFENSE,SPE30020D3275,0,3188.11,3188.11,3188.11,3188.11
9700_9700_SPE7LX21F03H6_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F03H6_9700_SPE7M117D0001_9700,SPE7LX21F03H6,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,83.39,83.39,83.39,83.39
9700_9700_N0622A21F0041_0_N0018919GZ073_0,CONT_AWD_N0622A21F0041_9700_N0018919GZ073_9700,N0622A21F0041,0,0,9700,DEPT OF DEFENSE,N0018919GZ073,0,65422,65422,65422,65422
7015_-NONE-_70LGLY20PSSB00024_P00001_-NONE-_0,CONT_AWD_70LGLY20PSSB00024_7015_-NONE-_-NONE-,70LGLY20PSSB00024,P00001,0,,,,,0,28800,0,28800
4732_4732_47QSEA21F8NL6_0_47QSEA21D006P_0,CONT_AWD_47QSEA21F8NL6_4732_47QSEA21D006P_4732,47QSEA21F8NL6,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA21D006P,0,65.28,65.28,65.28,65.28
4732_4732_47QSHA21F2A77_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F2A77_4732_GS06Q16GVAM022_4732,47QSHA21F2A77,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,64.05,64.05,64.05,64.05
9700_-NONE-_SPE7M421V0459_0_-NONE-_0,CONT_AWD_SPE7M421V0459_9700_-NONE-_-NONE-,SPE7M421V0459,0,0,,,,,481.6,481.6,481.6,481.6
9700_-NONE-_SPE4A621P9401_P00001_-NONE-_0,CONT_AWD_SPE4A621P9401_9700_-NONE-_-NONE-,SPE4A621P9401,P00001,0,,,,,-560.61,0,-560.61,0
1422_1422_140L0621F0075_0_140L0620D0010_0,CONT_AWD_140L0621F0075_1422_140L0620D0010_1422,140L0621F0075,0,0,1422,BUREAU OF LAND MANAGEMENT,140L0620D0010,0,14134.93,14134.93,14134.93,14134.93
1434_-NONE-_140G0219P0274_P00006_-NONE-_0,CONT_AWD_140G0219P0274_1434_-NONE-_-NONE-,140G0219P0274,P00006,0,,,,,8302.56,101737.77,8302.56,101737.77
9700_-NONE-_SPE7L021V2144_0_-NONE-_0,CONT_AWD_SPE7L021V2144_9700_-NONE-_-NONE-,SPE7L021V2144,0,0,,,,,600,600,600,600
9700_9700_SPE60721FFJX3_0_SPE60017D0135_0,CONT_AWD_SPE60721FFJX3_9700_SPE60017D0135_9700,SPE60721FFJX3,0,0,9700,DEPT OF DEFENSE,SPE60017D0135,0,10123.14,10123.14,10123.14,10123.14
9700_9700_SPE7M221FAD40_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FAD40_9700_SPE4AX16D9008_9700,SPE7M221FAD40,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,54.57,54.57,54.57,54.57
4732_4732_47QSMA21F1CM1_0_47QSCA18A0001_0,CONT_AWD_47QSMA21F1CM1_4732_47QSCA18A0001_4732,47QSMA21F1CM1,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCA18A0001,PO0008,1284.22,1284.22,1284.22,1284.22
9700_9700_SPE3SU21FHCH5_0_SPE30018DS722_0,CONT_AWD_SPE3SU21FHCH5_9700_SPE30018DS722_9700,SPE3SU21FHCH5,0,0,9700,DEPT OF DEFENSE,SPE30018DS722,0,129.11,129.11,129.11,129.11
4732_4732_47QSHA21F4FWU_0_GS06Q16GVAM011_0,CONT_AWD_47QSHA21F4FWU_4732_GS06Q16GVAM011_4732,47QSHA21F4FWU,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM011,PS0005,20.16,20.16,20.16,20.16
4732_4732_47QSMA21F10BK_0_GS03FHA001_0,CONT_AWD_47QSMA21F10BK_4732_GS03FHA001_4732,47QSMA21F10BK,0,0,4732,FEDERAL ACQUISITION SERVICE,GS03FHA001,PW0002,86.54,86.54,86.54,86.54
9700_9700_SPE2DV21F60AZ_0_SPE2DV17D4005_0,CONT_AWD_SPE2DV21F60AZ_9700_SPE2DV17D4005_9700,SPE2DV21F60AZ,0,0,9700,DEPT OF DEFENSE,SPE2DV17D4005,0,175.18,175.18,175.18,175.18
9700_9700_SPE2DX21F3QPM_0_SPE2DX15D3005_0,CONT_AWD_SPE2DX21F3QPM_9700_SPE2DX15D3005_9700,SPE2DX21F3QPM,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3005,0,523.3,523.3,523.3,523.3
1524_1524_15DD0S21F00000441_0_15DDHQ19A00000001_0,CONT_AWD_15DD0S21F00000441_1524_15DDHQ19A00000001_1524,15DD0S21F00000441,0,0,1524,DRUG ENFORCEMENT ADMINISTRATION,15DDHQ19A00000001,P00010,29759.28,4493.61,29759.28,4493.61
9700_9700_SPE3SU21FL84N_0_SPE30018DS334_0,CONT_AWD_SPE3SU21FL84N_9700_SPE30018DS334_9700,SPE3SU21FL84N,0,0,9700,DEPT OF DEFENSE,SPE30018DS334,0,260.6,260.6,260.6,260.6
9700_9700_SPE2DX21FT079_0_SPE2DX16D4011_0,CONT_AWD_SPE2DX21FT079_9700_SPE2DX16D4011_9700,SPE2DX21FT079,0,0,9700,DEPT OF DEFENSE,SPE2DX16D4011,0,4340.91,4340.91,4340.91,4340.91
9700_9700_SPE2DV21F1ZLS_0_SPE2DV17D2011_0,CONT_AWD_SPE2DV21F1ZLS_9700_SPE2DV17D2011_9700,SPE2DV21F1ZLS,0,0,9700,DEPT OF DEFENSE,SPE2DV17D2011,0,307.2,307.2,307.2,307.2
4732_4732_47QSWA21F22H6_0_GS07FHA003_0,CONT_AWD_47QSWA21F22H6_4732_GS07FHA003_4732,47QSWA21F22H6,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07FHA003,PO0004,86.45,86.45,86.45,86.45
9700_9700_SPE4A621F7636_0_SPE4A617D6723_0,CONT_AWD_SPE4A621F7636_9700_SPE4A617D6723_9700,SPE4A621F7636,0,0,9700,DEPT OF DEFENSE,SPE4A617D6723,0,8224.8,8224.8,8224.8,8224.8
4732_4730_47QSEA21F1P0A_0_GS02FW0003_0,CONT_AWD_47QSEA21F1P0A_4732_GS02FW0003_4730,47QSEA21F1P0A,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,45.1,45.1,45.1,45.1
9700_9700_SPE7LX21FA61Q_0_SPE7L120D0025_0,CONT_AWD_SPE7LX21FA61Q_9700_SPE7L120D0025_9700,SPE7LX21FA61Q,0,0,9700,DEPT OF DEFENSE,SPE7L120D0025,0,0.72,0.72,0.72,0.72
