contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
1900_-NONE-_19AQMM20C0089_P00007_-NONE-_0,CONT_AWD_19AQMM20C0089_1900_-NONE-_-NONE-,19AQMM20C0089,P00007,0,,,,,143000,3214057.28,143000,3214057.28
4732_4732_47QSWA21F38X8_0_47QSWA20A0012_0,CONT_AWD_47QSWA21F38X8_4732_47QSWA20A0012_4732,47QSWA21F38X8,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0012,0,69.62,69.62,69.62,69.62
9700_9700_M6785420FMUXY_P00001_N0003913D0013_0,CONT_AWD_M6785420FMUXY_9700_N0003913D0013_9700,M6785420FMUXY,P00001,0,9700,DEPT OF DEFENSE,N0003913D0013,P00191,0,11619.19,0,11619.19
9700_9700_SPE2D621F61WV_0_SPE2DE16D0011_0,CONT_AWD_SPE2D621F61WV_9700_SPE2DE16D0011_9700,SPE2D621F61WV,0,0,9700,DEPT OF DEFENSE,SPE2DE16D0011,0,573.16,573.16,573.16,573.16
9700_9700_SPE30021F03E5_0_SPE30019DPA06_0,CONT_AWD_SPE30021F03E5_9700_SPE30019DPA06_9700,SPE30021F03E5,0,0,9700,DEPT OF DEFENSE,SPE30019DPA06,0,84.5,84.5,84.5,84.5
12H2_4730_12405B21F0169_0_GS07F5934R_0,CONT_AWD_12405B21F0169_12H2_GS07F5934R_4730,12405B21F0169,0,0,4730,FEDERAL ACQUISITION SERVICE,GS07F5934R,0,67541.76,67541.76,67541.76,67541.76
9700_9700_SPE2D621F1PWS_0_SPE2DE21D0030_0,CONT_AWD_SPE2D621F1PWS_9700_SPE2DE21D0030_9700,SPE2D621F1PWS,0,0,9700,DEPT OF DEFENSE,SPE2DE21D0030,0,101.94,101.94,101.94,101.94
9700_9700_SPE8E321F6231_0_SPE8E321D0002_0,CONT_AWD_SPE8E321F6231_9700_SPE8E321D0002_9700,SPE8E321F6231,0,0,9700,DEPT OF DEFENSE,SPE8E321D0002,0,2928.07,2928.07,2928.07,2928.07
9700_9700_SPE8ES21F58KG_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F58KG_9700_SPE8EG19D0103_9700,SPE8ES21F58KG,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,11.84,11.84,11.84,11.84
4732_4730_47QSEA21F9XVS_0_GS02FW0003_0,CONT_AWD_47QSEA21F9XVS_4732_GS02FW0003_4730,47QSEA21F9XVS,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,995,995,995,995
9700_9700_SPE2D621F8A9E_0_SPE2DE16D0011_0,CONT_AWD_SPE2D621F8A9E_9700_SPE2DE16D0011_9700,SPE2D621F8A9E,0,0,9700,DEPT OF DEFENSE,SPE2DE16D0011,0,606.1,606.1,606.1,606.1
9700_9700_SPE60721FFCP6_0_SPE60719D0088_0,CONT_AWD_SPE60721FFCP6_9700_SPE60719D0088_9700,SPE60721FFCP6,0,0,9700,DEPT OF DEFENSE,SPE60719D0088,0,876.29,876.29,876.29,876.29
1900_1900_19AQMM20F3610_P00004_SAQMMA17D0126_0,CONT_AWD_19AQMM20F3610_1900_SAQMMA17D0126_1900,19AQMM20F3610,P00004,0,1900,"STATE, DEPARTMENT OF",SAQMMA17D0126,0,0,11517315,0,11676861
9700_9700_SPE2D821F39VS_0_SPE2DX16D1500_0,CONT_AWD_SPE2D821F39VS_9700_SPE2DX16D1500_9700,SPE2D821F39VS,0,0,9700,DEPT OF DEFENSE,SPE2DX16D1500,0,1297.95,1297.95,1297.95,1297.95
9700_9700_SPE2DV21F2V02_0_SPE2DV17D7011_0,CONT_AWD_SPE2DV21F2V02_9700_SPE2DV17D7011_9700,SPE2DV21F2V02,0,0,9700,DEPT OF DEFENSE,SPE2DV17D7011,0,45.78,45.78,45.78,45.78
9700_-NONE-_SPE4A418V8089_P00002_-NONE-_0,CONT_AWD_SPE4A418V8089_9700_-NONE-_-NONE-,SPE4A418V8089,P00002,0,,,,,0,3470.9,0,3470.9
9700_9700_SPE3SU21FBCQQ_0_SPE30020DSA87_0,CONT_AWD_SPE3SU21FBCQQ_9700_SPE30020DSA87_9700,SPE3SU21FBCQQ,0,0,9700,DEPT OF DEFENSE,SPE30020DSA87,0,266.6,266.6,266.6,266.6
9700_9700_SPE7LX21F13R4_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F13R4_9700_SPE7M117D0001_9700,SPE7LX21F13R4,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,66.96,66.96,66.96,66.96
9700_9700_SPE30021F10L9_0_SPE30019DV333_0,CONT_AWD_SPE30021F10L9_9700_SPE30019DV333_9700,SPE30021F10L9,0,0,9700,DEPT OF DEFENSE,SPE30019DV333,0,176.64,176.64,176.64,176.64
